281,2,71211
282,495,29307
283,357,23464
284,762,49062
285,842,68525
286,223,6410
287,462,55761
288,234,77168
289,435,56572
290,185,1423
291,32,82381
292,801,52766
293,723,55462
294,66,65355
295,513,10442
296,41,35938
297,66,19175
298,809,65096
299,770,31068
300,944,81279
301,276,31849
302,444,46687
303,684,73984
304,749,61464
305,325,46269
306,862,78600
307,45,79792
308,770,72999
309,674,10635
310,472,44190
311,80,29367
312,872,51887
313,197,49533
314,741,1068
315,245,75354
316,546,66292
317,222,15571
318,217,56660
319,798,14235
320,185,42432
321,865,34561
322,693,55412
323,712,63818
324,331,60398
325,975,8332
326,202,45579
327,501,20317
328,770,32955
329,114,77719
330,804,6292
331,985,22922
332,893,31277
333,721,59811
334,540,12742
335,909,18986
336,939,6906
337,877,5083
338,625,49834
339,962,55632
340,323,68242
341,357,56439
342,705,8313
343,948,55994
344,525,82327
345,60,38645
346,435,35295
347,886,2253
348,808,64970
349,423,5180
350,303,28451
351,556,60468
352,319,53180
353,456,25005
354,608,57824
355,406,5997
356,719,5319
357,921,35424
358,522,77908
359,352,81298
360,164,44535
361,927,35349
362,240,4611
363,878,70996
364,328,31454
365,399,52335
366,476,29972
367,330,35341
368,357,25140
369,38,30868
370,170,33988
371,343,74852
372,922,12997
373,192,51110
374,218,63155
375,601,65012
376,195,58008
377,772,15600
378,330,9816
379,326,18953
380,74,6495
381,646,58634
382,583,71596
383,664,12563
384,157,61502
385,17,69317
386,419,48995
387,483,29006
388,245,75809
389,517,60755
390,955,4832
391,810,13083
392,139,36257
393,40,83053
394,898,57538
395,483,81393
396,23,45467
397,273,18204
398,123,66514
399,924,37005
400,7,58194
401,381,61281
402,548,274
403,708,20063
404,529,60334
405,920,1283
406,797,3515
407,294,70437
408,45,24972
409,102,22438
410,193,58531
411,896,82398
412,527,9436
413,853,24077
414,663,59375
415,942,23588
416,968,62302
417,815,64554
418,236,2126
419,722,45994
420,380,54498
421,719,68253
422,181,41870
423,719,51824
424,277,39789
425,846,6156
426,645,15692
427,126,73601
428,390,42282
429,975,6137
430,627,43140
431,619,75364
432,674,61516
433,105,8125
434,740,71738
435,292,28522
436,273,42945
437,385,78819
438,642,43340
439,417,24238
440,666,5658
441,889,12093
442,969,70186
443,644,18867
444,669,36315
445,835,77236
446,450,59858
447,844,53179
448,763,52999
449,526,28855
450,777,65249
451,133,46413
452,109,54786
453,418,33336
454,338,19580
455,125,31529
456,81,11032
457,937,5254
458,684,23573
459,561,39571
460,463,32203
461,175,48444
462,50,46529
463,816,72979
464,870,19981
465,743,47651
466,683,80414
467,986,4851
468,183,38462
469,67,70454
470,771,50468
471,232,76745
472,884,17484
473,754,3881
474,62,21486
475,995,21158
476,285,19646
477,529,22542
478,348,51491
479,441,4776
480,5,81950
481,2,71725
482,484,53905
483,899,65947
484,881,35892
485,183,28377
486,483,24313
487,517,70541
488,210,15431
489,761,47931
490,800,26519
491,739,66619
492,331,46521
493,450,47261
494,519,71560
495,71,23908
496,954,74445
497,771,74530
498,206,60068
499,668,30215
500,897,28625
501,516,9594
502,914,840
503,501,80290
504,169,69827
505,117,35692
506,570,72695
507,239,80976
508,525,66260
509,937,78213
510,189,7687
511,319,11297
512,302,24000
513,296,53711
514,933,15045
515,686,74190
516,356,68756
517,2,33281
518,623,44396
519,817,76509
520,64,41835
521,376,67807
522,681,75223
523,440,13343
524,73,16735
525,134,8726
526,784,14872
527,968,7348
528,924,4566
529,429,18487
530,934,28212
531,340,36975
532,109,5994
533,254,56470
534,372,35209
535,664,63764
536,97,33319
537,348,34328
538,48,45044
539,464,77169
540,826,64307
541,811,79777
542,971,57769
543,723,32544
544,421,19690
545,150,82076
546,976,15953
547,240,21851
548,284,63046
549,823,64498
550,733,71759
551,261,76848
552,32,60443
553,348,25927
554,207,70249
555,632,17229
556,424,70462
557,261,13810
558,393,52695
559,51,73589
560,737,38718
561,159,30633
562,711,34461
563,194,72055
564,655,22288
565,492,69492
566,287,33758
567,635,81875
568,913,60629
569,610,66624
570,911,80709
571,998,47343
572,983,57465
573,984,28876
574,941,34418
575,390,38180
576,429,57731
577,17,19163
578,502,64023
579,743,68432
580,649,43937
581,470,17498
582,685,11336
583,26,8081
584,646,17991
585,940,65739
586,671,81403
587,810,28852
588,626,56731
589,150,73998
590,695,49951
591,259,12903
592,798,47173
593,8,15096
594,208,51980
595,220,4588
596,327,42097
597,188,82659
598,606,49423
599,672,52638
600,268,22914
601,956,82717
602,519,65225
603,364,21825
604,596,50938
605,358,66807
606,216,60185
607,595,914
608,957,27951
609,432,52574
610,577,47139
611,687,61415
612,464,58783
613,379,32261
614,416,57774
615,919,53732
616,512,61728
617,118,35019
618,465,10872
619,719,21054
620,457,79994
621,95,58184
622,119,46362
623,565,81231
624,940,19014
625,713,36187
626,863,45332
627,473,20393
628,860,82205
629,419,69166
630,20,25569
631,896,53357
632,203,78407
633,841,52487
634,883,34290
635,754,33830
636,46,48456
637,802,8280
638,505,7553
639,340,54238
640,769,17778
641,187,17987
642,382,73398
643,944,24416
644,56,63594
645,366,44608
646,92,36402
647,255,80333
648,771,69219
649,712,52738
650,885,24774
651,975,27648
652,484,22140
653,584,43983
654,218,70518
655,221,7870
656,51,71047
657,178,71683
658,967,75675
659,58,81481
660,759,78009
661,693,80535
662,683,24229
663,845,14105
664,296,76014
665,838,50262
666,149,61997
667,987,32689
668,860,45977
669,494,48276
670,123,31943
671,4,6441
672,254,56677
673,851,35843
674,927,79615
675,809,4745
676,362,6098
677,363,18331
678,156,32606
679,998,59034
680,935,60459
681,56,71375
682,243,61317
683,286,47505
684,793,63063
685,963,56290
686,663,35223
687,396,7016
688,983,41519
689,229,22450
690,855,50695
691,6,62682
692,195,6343
693,813,82533
694,708,51847
695,365,51804
696,176,56416
697,95,56899
698,672,9031
699,915,6556
700,445,25287
701,758,9569
702,781,15638
703,881,52363
704,618,68220
705,805,68658
706,851,12514
707,158,35426
708,33,68059
709,817,53762
710,851,67140
711,616,65238
712,874,717
713,860,69396
714,425,48473
715,900,24827
716,105,57796
717,888,32800
718,608,27174
719,785,76566
720,925,32187
721,361,7357
722,971,22956
723,652,20598
724,248,7018
725,64,32517
726,784,14997
727,38,58534
728,678,63631
729,665,65149
730,589,82887
731,11,56403
732,214,24539
733,942,18753
734,82,27099
735,719,54390
736,727,34178
737,140,31288
738,537,67893
739,199,27926
740,928,51533
741,404,11197
742,971,18772
743,597,25924
744,612,14472
745,896,48701
746,28,47724
747,215,16537
748,894,39997
749,622,51427
750,227,146
751,539,2475
752,109,27920
753,998,33100
754,828,76286
755,809,78684
756,560,4413
757,140,46243
758,141,27762
759,696,12755
760,741,25248
761,299,14408
762,114,69201
763,115,14394
764,375,21771
765,436,12159
766,483,74857
767,332,12771
768,220,2406
769,901,26141
770,669,66449
771,818,15188
772,728,27060
773,305,42382
774,951,19043
775,773,19248
776,303,9794
777,287,3965
778,21,25611
779,146,82494
780,611,72760
781,970,27057
782,996,80066
783,366,18889
784,137,78788
785,976,40800
786,875,24289
787,734,47512
788,279,20276
789,767,14516
790,116,82565
791,956,50018
792,732,26286
793,199,65886
794,240,63592
795,721,23307
796,271,71212
797,360,51606
798,734,61531
799,215,2993
800,231,15700
801,688,78314
802,679,18226
803,256,15057
804,238,55779
805,100,72471
806,527,53417
807,98,11668
808,346,52653
809,960,33802
810,33,56263
811,468,62687
812,150,47426
813,933,55451
814,671,10207
815,60,3599
816,562,20649
817,304,3373
818,368,19983
819,28,81367
820,289,27958
821,116,80338
822,907,81999
823,553,31743
824,267,19016
825,358,19293
826,687,37950
827,701,17103
828,128,27697
829,124,26325
830,773,42126
831,84,68771
832,648,49802
833,837,1498
834,71,64516
835,590,58130
836,690,56512
837,648,75304
838,450,27620
839,133,8596
840,590,60042
841,826,63442
842,522,22576
843,446,48694
844,209,20145
845,190,26327
846,349,11624
847,858,4235
848,88,51371
849,714,23264
850,556,69034
851,691,12268
852,650,49944
853,557,51145
854,901,6848
855,498,75486
856,653,49109
857,543,74808
858,12,18830
859,924,28022
860,255,71661
861,303,55541
862,663,33993
863,704,21493
864,670,8986
865,777,54379
866,156,26477
867,354,78409
868,12,10630
869,874,77820
870,226,67022
871,140,37746
872,113,45579
873,222,7067
874,326,61165
875,604,67621
876,894,12357
877,342,42229
878,716,41274
879,754,220
880,489,76344
881,65,78610
882,872,46168
883,688,34884
884,346,72411
885,954,31446
886,520,82822
887,629,79867
888,457,36830
889,479,31610
890,617,41776
891,792,34287
892,149,61814
893,645,9970
894,76,72077
895,740,70897
896,529,36714
897,769,35312
898,542,37888
899,638,5138
900,699,29807
901,192,40956
902,650,14264
903,561,44203
904,611,65158
905,65,70818
906,872,62569
907,66,63932
908,359,53456
909,742,41417
910,313,5545
911,167,15482
912,971,27194
913,226,41471
914,564,66265
915,938,82637
916,462,7731
917,960,69780
918,401,12214
919,855,20406
920,569,18591
921,540,26015
922,799,18174
923,336,39423
924,406,4188
925,826,9427
926,168,1991
927,659,15973
928,114,75143
929,150,2663
930,715,60196
931,133,38404
932,134,27446
933,492,37481
934,852,52063
935,905,61697
936,919,8693
937,391,58526
938,680,32955
939,481,63201
940,10,57194
941,871,21047
942,769,76313
943,624,21461
944,707,54278
945,863,51355
946,406,14075
947,249,27788
948,108,47394
949,895,47125
950,458,6880
951,475,80946
952,329,30798
953,453,52000
954,371,60680
955,306,25385
956,894,47037
957,32,12472
958,567,45733
959,652,73392
960,405,42892
961,235,44310
962,62,49229
963,990,82913
964,118,68443
965,153,25912
966,481,75781
967,366,35999
968,570,56748
969,892,40848
970,620,20540
971,800,1819
972,10,32459
973,509,14134
974,783,50002
975,394,81841
976,259,42815
977,586,72678
978,754,20245
979,630,51361
980,496,65589
981,793,52525
982,502,19484
983,167,38392
984,759,20998
985,828,73477
986,622,10066
987,335,23512
988,769,47317
989,758,30030
990,271,22317
991,305,6330
992,346,49837
993,700,15011
994,426,43052
995,615,59613
996,203,4490
997,223,28212
998,839,26813
999,499,66590
1000,541,14593
1001,165,29097
1002,843,9966
1003,998,47423
1004,173,17111
1005,998,62211
1006,916,69014
1007,20,54252
1008,252,46298
1009,965,73397
1010,715,65858
1011,334,55892
1012,526,9376
1013,972,29149
1014,108,75469
1015,879,43032
1016,999,22457
1017,145,64570
1018,813,50369
1019,294,34359
1020,38,61153
1021,296,69075
1022,16,51255
1023,204,70182
1024,429,69777
1025,201,20188
1026,145,30698
1027,648,70334
1028,888,53422
1029,866,80694
1030,728,58080
1031,360,59937
1032,599,52820
1033,423,53009
1034,561,53870
1035,699,4046
1036,88,67638
1037,674,66368
1038,186,7
1039,66,44777
1040,160,20985
1041,206,37939
1042,886,75479
1043,986,49876
1044,226,31332
1045,840,11834
1046,740,75675
1047,652,76705
1048,68,21963
1049,755,11713
1050,380,16691
1051,808,2737
1052,806,44093
1053,885,79803
1054,294,6694
1055,466,31523
1056,538,76294
1057,173,52677
1058,352,79431
1059,145,8801
1060,852,51948
1061,334,64120
1062,99,16626
1063,254,39231
1064,872,74277
1065,452,28595
1066,713,67743
1067,346,12393
1068,152,22341
1069,444,55500
1070,42,62878
1071,942,49841
1072,271,77484
1073,185,26316
1074,168,77560
1075,955,11701
1076,62,81854
1077,485,3063
1078,736,42118
1079,842,37080
1080,393,9109
1081,422,21082
1082,138,44818
1083,694,60837
1084,364,63179
1085,693,63917
1086,886,26708
1087,386,39267
1088,236,71463
1089,143,49811
1090,876,70516
1091,641,10750
1092,425,58256
1093,544,51389
1094,204,19605
1095,894,44998
1096,536,23487
1097,22,26194
1098,640,61278
1099,208,68480
1100,297,73769
1101,621,20707
1102,832,15922
1103,512,59671
1104,326,82666
1105,664,8397
1106,598,46965
1107,462,27633
1108,70,71414
1109,74,47187
1110,441,59375
1111,306,18668
1112,911,12452
1113,501,76483
1114,759,21871
1115,364,58249
1116,282,32442
1117,654,61213
1118,381,50194
1119,498,53621
1120,475,59386
1121,935,75862
1122,710,43279
1123,225,3643
1124,290,44684
1125,349,13759
1126,907,58517
1127,431,78579
1128,27,79215
1129,42,3955
1130,431,82084
1131,368,77612
1132,424,38932
1133,192,65762
1134,387,39564
1135,415,15003
1136,937,19506
1137,556,13263
1138,11,10308
1139,179,38817
1140,966,32163
1141,613,20121
1142,500,58121
1143,299,11362
1144,641,78581
1145,469,32552
1146,668,7422
1147,599,31644
1148,883,60225
1149,608,39752
1150,560,36780
1151,13,61490
1152,851,72094
1153,368,62619
1154,56,73557
1155,504,70681
1156,459,55443
1157,356,26374
1158,446,72046
1159,477,58380
1160,567,4203
1161,810,59477
1162,471,11316
1163,784,5257
1164,322,3237
1165,720,23319
1166,206,35204
1167,295,43053
1168,598,72239
1169,456,13381
1170,973,33504
1171,311,8403
1172,207,24172
1173,523,12397
1174,593,6603
1175,249,34090
1176,615,9474
1177,238,48083
1178,922,19276
1179,15,33421
1180,882,26783
1181,624,60032
1182,491,33921
1183,721,11931
1184,620,4667
1185,446,67322
1186,596,29084
1187,662,4382
1188,824,56776
1189,777,15549
1190,809,53016
1191,678,11843
1192,619,50662
1193,156,54306
1194,817,26089
1195,339,34279
1196,372,28521
1197,201,73598
1198,183,82568
1199,312,82786
1200,757,46497
1201,158,41666
1202,184,50510
1203,110,31582
1204,917,33760
1205,592,28418
1206,149,21043
1207,270,80608
1208,618,60578
1209,234,7297
1210,348,33635
1211,450,37398
1212,730,39606
1213,381,75404
1214,73,67020
1215,950,66269
1216,688,55552
1217,231,6552
1218,37,79693
1219,744,31404
1220,784,69915
1221,372,1816
1222,430,73535
1223,590,29607
1224,720,51476
1225,828,69666
1226,571,62118
1227,619,3945
1228,856,39452
1229,707,82622
1230,855,72909
1231,974,59191
1232,272,16499
1233,194,43802
1234,702,63134
1235,817,50168
1236,404,9548
1237,523,55673
1238,685,69733
1239,424,55023
1240,997,70429
1241,266,71032
1242,428,236
1243,448,24396
1244,808,74325
1245,375,53038
1246,172,45178
1247,27,12631
1248,704,78052
1249,56,46902
1250,809,83017
1251,167,16257
1252,312,34241
1253,920,56676
1254,203,18877
1255,618,41477
1256,80,10324
1257,655,67402
1258,37,17774
1259,646,43719
1260,686,60672
1261,438,6640
1262,300,29998
1263,814,59403
1264,720,2466
1265,679,48855
1266,703,46828
1267,570,6130
1268,901,12422
1269,762,65953
1270,956,71443
1271,584,83044
1272,994,45116
1273,336,76771
1274,164,58816
1275,948,38489
1276,75,32581
1277,318,44238
1278,116,14830
1279,754,26226
1280,540,25029
1281,773,78470
1282,983,33128
1283,287,39462
1284,927,62037
1285,414,2050
1286,687,66177
1287,930,82721
1288,604,63170
1289,326,17870
1290,787,83130
1291,889,38468
1292,492,38465
1293,425,38535
1294,428,65922
1295,429,77338
1296,167,24013
1297,512,24396
1298,408,27267
1299,220,71949
1300,903,75714
1301,201,45094
1302,361,2056
1303,316,65890
1304,508,76296
1305,261,27336
1306,199,75320
1307,206,4270
1308,143,62929
1309,611,73179
1310,946,61592
1311,363,4003
1312,688,50372
1313,374,10916
1314,438,19998
1315,205,28887
1316,234,47673
1317,709,53569
1318,247,63486
1319,264,1474
1320,892,45343
1321,365,64138
1322,416,58568
1323,760,22033
1324,630,17453
1325,187,44993
1326,493,42763
1327,438,55217
1328,427,53132
1329,829,73019
1330,1000,68250
1331,372,65311
1332,140,62360
1333,128,3961
1334,753,35536
1335,88,24675
1336,839,10791
1337,743,4239
1338,869,4971
1339,962,70290
1340,352,48577
1341,146,45102
1342,963,52647
1343,4,65350
1344,478,13086
1345,303,70125
1346,637,57321
1347,452,60124
1348,144,72760
1349,328,34451
1350,507,24889
1351,491,52817
1352,721,51829
1353,727,1338
1354,725,56686
1355,311,71286
1356,923,49486
1357,307,72489
1358,352,24698
1359,310,36796
1360,738,31068
1361,536,13068
1362,719,25351
1363,271,1410
1364,719,27966
1365,580,63436
1366,567,48796
1367,444,40281
1368,241,10531
1369,572,2653
1370,260,26226
1371,305,81071
1372,629,55059
1373,818,5681
1374,323,70995
1375,263,30439
1376,582,37852
1377,830,14292
1378,879,39135
1379,659,15898
1380,417,5140
1381,539,878
1382,214,6740
1383,452,80975
1384,365,2034
1385,853,29127
1386,468,36510
1387,742,45803
1388,435,78113
1389,559,37440
1390,245,23183
1391,873,14460
1392,424,42828
1393,420,15727
1394,916,73570
1395,874,52957
1396,897,65473
1397,265,44083
1398,875,57512
1399,297,50695
1400,258,48069
1401,485,73317
1402,646,27766
1403,190,46616
1404,773,35673
1405,777,26766
1406,518,65408
1407,820,56223
1408,158,71409
1409,91,25142
1410,565,57047
1411,719,44025
1412,495,35954
1413,829,80946
1414,552,35516
1415,497,74710
1416,824,10697
1417,427,21062
1418,837,26830
1419,316,39097
1420,324,49265
1421,119,16085
1422,917,14275
1423,953,63242
1424,137,7806
1425,149,37176
1426,879,53034
1427,9,69591
1428,78,24138
1429,515,59161
1430,323,8411
1431,498,51011
1432,881,73920
1433,32,42259
1434,294,65996
1435,993,36930
1436,335,49508
1437,712,11925
1438,648,64012
1439,884,43238
1440,189,19949
1441,82,69059
1442,757,13091
1443,559,62864
1444,26,48108
1445,108,17295
1446,271,46325
1447,178,42515
1448,790,74520
1449,499,56208
1450,797,82778
1451,336,36156
1452,58,42004
1453,271,18997
1454,796,25958
1455,481,13203
1456,384,51956
1457,483,47720
1458,420,63806
1459,843,38285
1460,440,18622
1461,169,43880
1462,617,30081
1463,962,12662
1464,644,57650
1465,354,31494
1466,771,5170
1467,638,80827
1468,727,45038
1469,377,35593
1470,533,65390
1471,631,31784
1472,97,9120
1473,443,5201
1474,485,44129
1475,4,35909
1476,323,52692
1477,998,37465
1478,32,28157
1479,218,5803
1480,797,43552
1481,631,81332
1482,471,1801
1483,987,76375
1484,817,7064
1485,568,45993
1486,202,8097
1487,89,19125
1488,557,68962
1489,173,38281
1490,390,80561
1491,77,50262
1492,639,62780
1493,943,83048
1494,712,58197
1495,795,13261
1496,993,39850
1497,876,17606
1498,578,41188
1499,246,24321
1500,770,54430
1501,183,59184
1502,541,66603
1503,709,73701
1504,133,36020
1505,908,30927
1506,916,16137
1507,611,34763
1508,914,52523
1509,661,77109
1510,508,50085
1511,74,31420
1512,642,7262
1513,52,23136
1514,793,81358
1515,986,29485
1516,535,480
1517,348,53213
1518,95,25849
1519,471,52483
1520,599,27420
1521,399,22369
1522,694,6815
1523,834,54051
1524,63,66598
1525,160,10503
1526,4,37958
1527,574,23124
1528,831,25066
1529,71,77175
1530,29,14188
1531,192,228
1532,413,23515
1533,118,52366
1534,306,27591
1535,870,38777
1536,17,30789
1537,498,39872
1538,16,19207
1539,882,79136
1540,62,8083
1541,986,33767
1542,396,58460
1543,841,80458
1544,830,10280
1545,346,65524
1546,452,33666
1547,555,15763
1548,612,80297
1549,796,60056
1550,777,10417
1551,865,17355
1552,463,2693
1553,244,42874
1554,695,1173
1555,990,17277
1556,440,20172
1557,393,8811
1558,330,32367
1559,356,81403
1560,258,50000
1561,655,56661
1562,193,72780
1563,259,81552
1564,282,39064
1565,818,78220
1566,447,74784
1567,729,23555
1568,355,36042
1569,585,48271
1570,326,53035
1571,81,53838
1572,424,74560
1573,906,71635
1574,122,75836
1575,59,2855
1576,275,35768
1577,604,29597
1578,562,57589
1579,494,36954
1580,494,3912
1581,798,65173
1582,416,54567
1583,193,48869
1584,91,7278
1585,483,67121
1586,288,76764
1587,20,55794
1588,205,15949
1589,802,28585
1590,181,14369
1591,491,28086
1592,50,62713
1593,539,19979
1594,305,57572
1595,171,9963
1596,37,43821
1597,845,36168
1598,392,50636
1599,665,55684
1600,296,18593
1601,495,76331
1602,518,56877
1603,437,63020
1604,896,63022
1605,856,51163
1606,608,13005
1607,356,68687
1608,577,64253
1609,649,51830
1610,862,50178
1611,607,49464
1612,112,49982
1613,363,69353
1614,533,1427
1615,234,53064
1616,639,13035
1617,171,31183
1618,735,52995
1619,747,81445
1620,730,61044
1621,915,56182
1622,572,65366
1623,761,12346
1624,39,52477
1625,267,51130
1626,516,75146
1627,479,37704
1628,746,64595
1629,996,33751
1630,858,18723
1631,569,73595
1632,857,39277
1633,992,76303
1634,877,36069
1635,538,80035
1636,432,75865
1637,137,39075
1638,494,16322
1639,620,37560
1640,927,46127
1641,875,19630
1642,382,128
1643,323,75813
1644,545,48455
1645,570,60888
1646,526,65381
1647,616,7048
1648,828,17332
1649,625,8724
1650,994,67760
1651,784,24485
1652,989,12036
1653,84,33925
1654,384,47243
1655,557,40172
1656,508,2848
1657,45,5827
1658,667,58461
1659,555,50663
1660,762,81846
1661,471,43708
1662,836,77559
1663,81,54579
1664,954,61045
1665,435,16083
1666,345,26407
1667,164,31980
1668,714,37710
1669,707,79818
1670,358,76997
1671,710,32494
1672,991,13737
1673,478,54955
1674,442,24137
1675,796,10141
1676,87,48266
1677,511,31713
1678,674,51606
1679,996,46243
1680,189,69028
1681,382,7654
1682,788,54545
1683,201,57227
1684,743,52124
1685,207,3947
1686,604,38403
1687,89,20199
1688,680,58870
1689,805,60021
1690,135,4416
1691,6,22646
1692,696,25034
1693,345,4455
1694,337,41954
1695,560,26078
1696,708,26638
1697,784,48937
1698,743,59498
1699,792,64838
1700,713,22212
1701,51,11635
1702,736,14568
1703,654,55727
1704,486,44367
1705,427,39697
1706,596,77427
1707,264,82146
1708,483,27038
1709,417,63901
1710,60,66151
1711,192,24130
1712,558,27484
1713,751,14212
1714,527,44027
1715,2,49247
1716,128,5518
1717,69,20391
1718,137,34597
1719,816,62107
1720,733,38450
1721,436,24819
1722,386,80741
1723,87,18340
1724,259,8338
1725,157,68030
1726,316,71218
1727,432,6002
1728,969,71953
1729,234,32462
1730,274,2027
1731,744,27375
1732,910,30821
1733,543,73382
1734,958,8060
1735,815,67712
1736,62,9503
1737,942,25407
1738,919,17407
1739,498,79198
1740,576,52767
1741,844,77806
1742,44,14198
1743,799,44387
1744,212,22112
1745,722,8712
1746,429,37068
1747,868,40130
1748,898,27753
1749,315,64543
1750,217,8112
1751,119,12100
1752,969,54850
1753,5,29443
1754,875,55263
1755,857,62925
1756,217,67885
1757,499,61417
1758,337,13920
1759,524,43443
1760,163,44463
1761,25,79411
1762,83,7755
1763,251,50493
1764,357,38134
1765,143,19122
1766,925,17565
1767,63,21414
1768,698,64055
1769,414,3533
1770,994,1291
1771,731,7366
1772,84,43610
1773,168,42796
1774,200,29090
1775,536,23869
1776,61,80124
1777,522,9890
1778,73,79242
1779,224,40147
1780,314,44134
1781,522,34290
1782,718,5705
1783,498,61713
1784,282,23857
1785,588,69722
1786,482,16049
1787,237,20850
1788,472,28816
1789,876,52297
1790,264,33087
1791,595,11695
1792,510,70107
1793,757,81755
1794,932,67531
1795,951,58573
1796,81,61050
1797,38,66635
1798,912,43332
1799,445,60877
1800,489,37016
1801,139,63185
1802,17,23702
1803,901,51571
1804,449,29510
1805,152,15182
1806,301,44620
1807,714,38174
1808,436,12343
1809,538,46682
1810,860,34571
1811,941,9450
1812,382,746
1813,635,74770
1814,757,56353
1815,821,65206
1816,189,62865
1817,425,23046
1818,801,7473
1819,863,57106
1820,4,8423
1821,653,64818
1822,953,5608
1823,707,59726
1824,215,56829
1825,906,2796
1826,737,74156
1827,690,63229
1828,540,54466
1829,491,43621
1830,800,5249
1831,814,69665
1832,192,53208
1833,235,1402
1834,607,54836
1835,4,65003
1836,205,32307
1837,530,61694
1838,699,53027
1839,315,30248
1840,483,16172
1841,826,70163
1842,348,41613
1843,765,33217
1844,196,74265
1845,132,22987
1846,619,4460
1847,689,37956
1848,318,65249
1849,30,51822
1850,315,60300
1851,287,51435
1852,616,82186
1853,194,4702
1854,273,37410
1855,851,56573
1856,464,20436
1857,282,69784
1858,825,13976
1859,518,44718
1860,719,47768
1861,470,64255
1862,703,77546
1863,512,32821
1864,973,65765
1865,877,45672
1866,626,1567
1867,59,49151
1868,865,26
1869,355,15554
1870,152,1417
1871,148,38091
1872,560,48763
1873,995,15672
1874,539,23223
1875,312,68155
1876,263,43186
1877,30,60445
